3,1,205,"[0, 1, 2, 3, 4, 5]"
3,2,205,"[0, 1, 2, 3, 4, 5]"
3,3,178,"[0, 1, 2, 3, 4]"
3,4,178,"[0, 1, 2, 3, 4]"
3,5,178,"[0, 1, 2, 3, 4]"
3,6,178,"[0, 1, 2, 3, 4]"
3,7,205,"[0, 1, 2, 3, 4, 5]"
3,8,205,"[0, 1, 2, 3, 4, 5]"
3,9,186,"[0, 1, 2, 3]"
3,10,186,"[0, 1, 2, 3]"
3,11,187,"[0, 1, 2, 3]"
3,12,188,"[0, 1, 2, 3]"
3,13,186,"[0, 1, 2, 3]"
3,14,186,"[0, 1, 2, 3]"
3,15,187,"[0, 1, 2, 3]"
3,16,188,"[0, 1, 2, 3]"
3,17,186,"[0, 1, 2, 3]"
3,18,186,"[0, 1, 2, 3]"
3,19,187,"[0, 1, 2, 3]"
3,20,188,"[0, 1, 2, 3]"
3,21,186,"[0, 1, 2, 3]"
3,22,186,"[0, 1, 2, 3]"
3,23,187,"[0, 1, 2, 3]"
3,24,188,"[0, 1, 2, 3]"
3,25,186,"[0, 1, 2, 3]"
3,26,186,"[0, 1, 2, 3]"
3,27,187,"[0, 1, 2, 3]"
3,28,188,"[0, 1, 2, 3]"
3,29,186,"[0, 1, 2, 3]"
3,30,186,"[0, 1, 2, 3]"
3,31,187,"[0, 1, 2, 3]"
3,32,188,"[0, 1, 2, 3]"
3,33,186,"[0, 1, 2, 3]"
3,34,186,"[0, 1, 2, 3]"
3,35,187,"[0, 1, 2, 3]"
3,36,188,"[0, 1, 2, 3]"
3,37,186,"[0, 1, 2, 3]"
3,38,186,"[0, 1, 2, 3]"
3,39,187,"[0, 1, 2, 3]"
3,40,188,"[0, 1, 2, 3]"
3,41,186,"[0, 1, 2, 3]"
3,42,186,"[0, 1, 2, 3]"
3,43,205,"[0, 1, 2, 3, 4, 5]"
3,44,205,"[0, 1, 2, 3, 4, 5]"
3,45,178,"[0, 1, 2, 3, 4]"
3,46,178,"[0, 1, 2, 3, 4]"
3,47,178,"[0, 1, 2, 3, 4]"
3,48,178,"[0, 1, 2, 3, 4]"
3,49,205,"[0, 1, 2, 3, 4, 5]"
3,50,205,"[0, 1, 2, 3, 4, 5]"
3,51,176,[0]
3,52,145,[0]
3,53,148,[0]
3,54,144,[0]
3,55,176,[0]
3,56,176,[0]
3,57,176,[0]
3,58,176,[0]
3,59,176,[0]
3,60,176,[0]
3,61,176,[0]
3,62,176,[0]
3,63,176,[0]
3,64,176,[0]
3,65,176,[0]
3,66,176,[0]
3,67,176,[0]
3,68,176,[0]
3,69,176,[0]
3,70,176,[0]
3,71,176,[0]
3,72,176,[0]
3,73,176,[0]
3,74,176,[0]
3,75,176,[0]
3,76,176,[0]
3,77,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,78,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,79,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,80,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,81,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,82,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,83,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,84,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,85,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,86,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,87,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,88,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,89,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,90,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,91,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,92,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
3,93,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,94,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,95,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
3,96,176,[0]
3,97,176,[0]
3,98,176,[0]
3,99,176,[0]
3,100,177,[0]
4,1,201,"[0, 1, 2, 3, 4, 5]"
4,2,200,"[0, 1, 2, 3, 4, 5]"
4,3,178,"[0, 1, 2, 3, 4]"
4,4,18,"[0, 1, 2]"
4,5,177,"[0, 1, 2]"
4,6,178,"[0, 1, 2, 4]"
4,7,201,"[0, 1, 2, 4, 5]"
4,8,200,"[0, 1, 2, 4, 5]"
4,9,177,"[0, 1, 2]"
4,10,178,"[0, 1, 2]"
4,11,177,"[0, 1, 2]"
4,12,177,"[0, 1, 2]"
4,13,177,"[0, 1, 2]"
4,14,178,"[0, 1, 2]"
4,15,177,"[0, 1, 2]"
4,16,177,"[0, 1, 2]"
4,17,177,"[0, 1, 2]"
4,18,178,"[0, 1, 2]"
4,19,177,"[0, 1, 2]"
4,20,177,"[0, 1, 2]"
4,21,177,"[0, 1, 2]"
4,22,178,"[0, 1, 2]"
4,23,177,"[0, 1, 2]"
4,24,177,"[0, 1, 2]"
4,25,177,"[0, 1, 2]"
4,26,177,"[0, 1, 2]"
4,27,177,"[0, 1, 2]"
4,28,177,"[0, 1, 2]"
4,29,178,"[0, 1, 2]"
4,30,177,"[0, 1, 2]"
4,31,177,"[0, 1, 2]"
4,32,177,"[0, 1, 2]"
4,33,178,"[0, 1, 2]"
4,34,177,"[0, 1, 2]"
4,35,177,"[0, 1, 2]"
4,36,177,"[0, 1, 2]"
4,37,178,"[0, 1, 2]"
4,38,177,"[0, 1, 2]"
4,39,177,"[0, 1, 2]"
4,40,177,"[0, 1, 2]"
4,41,178,"[0, 1, 2]"
4,42,177,"[0, 1, 2]"
4,43,201,"[0, 1, 2, 4, 5]"
4,44,200,"[0, 1, 2, 4, 5]"
4,45,178,"[0, 1, 2, 4]"
4,46,177,"[0, 1, 2]"
4,47,18,"[0, 1, 2]"
4,48,178,"[0, 1, 2, 3, 4]"
4,49,201,"[0, 1, 2, 3, 4, 5]"
4,50,200,"[0, 1, 2, 3, 4, 5]"
4,51,176,[0]
4,52,146,[0]
4,53,146,[0]
4,54,143,[0]
4,55,176,[0]
4,56,176,[0]
4,57,176,[0]
4,58,176,[0]
4,59,176,[0]
4,60,176,[0]
4,61,176,[0]
4,62,176,[0]
4,63,176,[0]
4,64,176,[0]
4,65,176,[0]
4,66,176,[0]
4,67,176,[0]
4,68,176,[0]
4,69,176,[0]
4,70,176,[0]
4,71,176,[0]
4,72,176,[0]
4,73,176,[0]
4,74,176,[0]
4,75,176,[0]
4,76,176,[0]
4,77,176,[0]
4,78,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,79,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,80,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,81,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,82,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,83,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,84,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,85,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,86,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,87,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,88,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,89,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,90,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,91,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,92,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
4,93,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,94,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,95,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
4,96,176,[0]
4,97,176,[0]
4,98,176,[0]
4,99,176,[0]
4,100,177,[0]
5,1,187,"[0, 1, 2, 3, 4, 5]"
5,2,188,"[0, 1, 2, 3, 4, 5]"
5,3,178,"[0, 1, 2, 3, 4]"
5,4,177,"[0, 1, 2]"
5,5,177,"[0, 1, 2]"
5,6,178,"[0, 1, 2, 4]"
5,7,187,"[0, 1, 2, 4, 5]"
5,8,188,"[0, 1, 2, 4, 5]"
5,9,177,"[0, 1, 2]"
5,10,177,"[0, 1, 2]"
5,11,177,"[0, 1, 2]"
5,12,178,"[0, 1, 2]"
5,13,177,"[0, 1, 2]"
5,14,177,"[0, 1, 2]"
5,15,177,"[0, 1, 2]"
5,16,178,"[0, 1, 2]"
5,17,177,"[0, 1, 2]"
5,18,177,"[0, 1, 2]"
5,19,177,"[0, 1, 2]"
5,20,178,"[0, 1, 2]"
5,21,177,"[0, 1, 2]"
5,22,177,"[0, 1, 2]"
5,23,177,"[0, 1, 2]"
5,24,178,"[0, 1, 2]"
5,25,177,"[0, 1, 2]"
5,26,177,"[0, 1, 2]"
5,27,178,"[0, 1, 2]"
5,28,177,"[0, 1, 2]"
5,29,177,"[0, 1, 2]"
5,30,177,"[0, 1, 2]"
5,31,178,"[0, 1, 2]"
5,32,177,"[0, 1, 2]"
5,33,177,"[0, 1, 2]"
5,34,177,"[0, 1, 2]"
5,35,178,"[0, 1, 2]"
5,36,177,"[0, 1, 2]"
5,37,177,"[0, 1, 2]"
5,38,177,"[0, 1, 2]"
5,39,178,"[0, 1, 2]"
5,40,177,"[0, 1, 2]"
5,41,177,"[0, 1, 2]"
5,42,177,"[0, 1, 2]"
5,43,187,"[0, 1, 2, 4, 5]"
5,44,188,"[0, 1, 2, 4, 5]"
5,45,178,"[0, 1, 2, 4]"
5,46,177,"[0, 1, 2]"
5,47,177,"[0, 1, 2]"
5,48,178,"[0, 1, 2, 3, 4]"
5,49,187,"[0, 1, 2, 3, 4, 5]"
5,50,188,"[0, 1, 2, 3, 4, 5]"
5,51,176,[0]
5,52,144,[0]
5,53,142,[0]
5,54,148,[0]
5,55,176,[0]
5,56,176,[0]
5,57,176,[0]
5,58,176,[0]
5,59,176,[0]
5,60,176,[0]
5,61,176,[0]
5,62,176,[0]
5,63,176,[0]
5,64,176,[0]
5,65,176,[0]
5,66,176,[0]
5,67,176,[0]
5,68,176,[0]
5,69,176,[0]
5,70,176,[0]
5,71,176,[0]
5,72,176,[0]
5,73,176,[0]
5,74,176,[0]
5,75,176,[0]
5,76,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,77,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,78,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,79,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,80,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,81,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,82,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,83,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,84,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,85,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,86,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,87,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,88,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,89,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,90,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
5,91,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,92,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,93,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,94,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,95,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
5,96,176,[0]
5,97,176,[0]
5,98,176,[0]
5,99,176,[0]
5,100,177,[0]
6,1,205,"[0, 1, 2, 3, 4, 5]"
6,2,205,"[0, 1, 2, 3, 4, 5]"
6,3,178,"[0, 1, 2, 3, 4]"
6,4,178,"[0, 1, 2, 4]"
6,5,178,"[0, 1, 2, 4]"
6,6,178,"[0, 1, 2, 3, 4]"
6,7,205,"[0, 1, 2, 3, 4, 5]"
6,8,205,"[0, 1, 2, 3, 4, 5]"
6,9,186,"[0, 1, 2, 3]"
6,10,186,"[0, 1, 2, 3]"
6,11,201,"[0, 1, 2, 3]"
6,12,200,"[0, 1, 2, 3]"
6,13,186,"[0, 1, 2, 3]"
6,14,186,"[0, 1, 2, 3]"
6,15,201,"[0, 1, 2, 3]"
6,16,200,"[0, 1, 2, 3]"
6,17,186,"[0, 1, 2, 3]"
6,18,186,"[0, 1, 2, 3]"
6,19,201,"[0, 1, 2, 3]"
6,20,200,"[0, 1, 2, 3]"
6,21,186,"[0, 1, 2, 3]"
6,22,186,"[0, 1, 2, 3]"
6,23,201,"[0, 1, 2, 3]"
6,24,200,"[0, 1, 2, 3]"
6,25,177,"[0, 1, 2]"
6,26,177,"[0, 1, 2]"
6,27,201,"[0, 1, 2, 3]"
6,28,200,"[0, 1, 2, 3]"
6,29,186,"[0, 1, 2, 3]"
6,30,186,"[0, 1, 2, 3]"
6,31,201,"[0, 1, 2, 3]"
6,32,200,"[0, 1, 2, 3]"
6,33,186,"[0, 1, 2, 3]"
6,34,186,"[0, 1, 2, 3]"
6,35,201,"[0, 1, 2, 3]"
6,36,200,"[0, 1, 2, 3]"
6,37,186,"[0, 1, 2, 3]"
6,38,186,"[0, 1, 2, 3]"
6,39,201,"[0, 1, 2, 3]"
6,40,200,"[0, 1, 2, 3]"
6,41,186,"[0, 1, 2, 3]"
6,42,186,"[0, 1, 2, 3]"
6,43,205,"[0, 1, 2, 3, 4, 5]"
6,44,205,"[0, 1, 2, 3, 4, 5]"
6,45,178,"[0, 1, 2, 3, 4]"
6,46,178,"[0, 1, 2, 4]"
6,47,178,"[0, 1, 2, 4]"
6,48,178,"[0, 1, 2, 3, 4]"
6,49,205,"[0, 1, 2, 3, 4, 5]"
6,50,205,"[0, 1, 2, 3, 4, 5]"
6,51,176,[0]
6,52,140,[0]
6,53,149,[0]
6,54,142,[0]
6,55,176,[0]
6,56,176,[0]
6,57,176,[0]
6,58,176,[0]
6,59,176,[0]
6,60,176,[0]
6,61,176,[0]
6,62,176,[0]
6,63,176,[0]
6,64,176,[0]
6,65,176,[0]
6,66,176,[0]
6,67,176,[0]
6,68,176,[0]
6,69,176,[0]
6,70,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,71,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,72,176,[0]
6,73,176,[0]
6,74,176,[0]
6,75,176,[0]
6,76,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,77,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,78,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,79,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,80,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,81,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,82,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,83,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,84,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,85,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,86,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,87,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,88,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,89,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,90,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,91,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,92,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
6,93,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,94,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,95,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
6,96,176,[0]
6,97,176,[0]
6,98,176,[0]
6,99,176,[0]
6,100,177,[0]
7,1,201,"[0, 1, 2, 3, 4, 5]"
7,2,200,"[0, 1, 2, 3, 4, 5]"
7,3,186,"[0, 1, 2, 3, 4, 5]"
7,4,201,"[0, 1, 2, 4, 5]"
7,5,200,"[0, 1, 2, 4, 5]"
7,6,186,"[0, 1, 2, 3, 4, 5]"
7,7,201,"[0, 1, 2, 3, 4, 5]"
7,8,200,"[0, 1, 2, 3, 4, 5]"
7,9,176,[0]
7,10,176,[0]
7,11,187,"[0, 1, 2, 3]"
7,12,188,"[0, 1, 2, 3]"
7,13,176,[0]
7,14,176,[0]
7,15,187,"[0, 1, 2, 3]"
7,16,188,"[0, 1, 2, 3]"
7,17,176,[0]
7,18,176,[0]
7,19,187,"[0, 1, 2, 3]"
7,20,188,"[0, 1, 2, 3]"
7,21,176,[0]
7,22,176,[0]
7,23,187,"[0, 1, 2, 3]"
7,24,188,"[0, 1, 2, 3]"
7,25,178,"[0, 1, 2]"
7,26,177,"[0, 1, 2]"
7,27,187,"[0, 1, 2, 3]"
7,28,188,"[0, 1, 2, 3]"
7,29,176,[0]
7,30,176,[0]
7,31,187,"[0, 1, 2, 3]"
7,32,188,"[0, 1, 2, 3]"
7,33,176,[0]
7,34,176,[0]
7,35,187,"[0, 1, 2, 3]"
7,36,188,"[0, 1, 2, 3]"
7,37,176,[0]
7,38,176,[0]
7,39,187,"[0, 1, 2, 3]"
7,40,188,"[0, 1, 2, 3]"
7,41,176,[0]
7,42,176,[0]
7,43,201,"[0, 1, 2, 3, 4, 5]"
7,44,200,"[0, 1, 2, 3, 4, 5]"
7,45,186,"[0, 1, 2, 3, 4, 5]"
7,46,201,"[0, 1, 2, 4, 5]"
7,47,200,"[0, 1, 2, 4, 5]"
7,48,186,"[0, 1, 2, 3, 4, 5]"
7,49,201,"[0, 1, 2, 3, 4, 5]"
7,50,200,"[0, 1, 2, 3, 4, 5]"
7,51,176,[0]
7,52,143,[0]
7,53,144,[0]
7,54,147,[0]
7,55,176,[0]
7,56,176,[0]
7,57,176,[0]
7,58,176,[0]
7,59,176,[0]
7,60,176,[0]
7,61,176,[0]
7,62,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,63,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,64,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,65,176,[0]
7,66,176,[0]
7,67,176,[0]
7,68,176,[0]
7,69,176,[0]
7,70,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,71,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,72,176,[0]
7,73,176,[0]
7,74,176,[0]
7,75,176,[0]
7,76,176,[0]
7,77,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,78,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,79,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,80,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,81,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,82,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,83,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,84,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,85,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,86,64,"[0, 2, 3, 4, 5, 6, 7, 8, 9]"
7,87,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
7,88,64,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]"
